Дата счета,ID Счета,ID позиции счета,ID заявки,Наименование позиции в счете,Наименование позиции в заявке,Кол-во позиций в счете,Стоимость позиции
2021-11-23 15:27:55.330,59420,300544,34018,Набор посуды столовый EVERY DAY (Директор белый) 18 пр. (G0566),Набор столовой посуды Luminarc Trianon стекло 19 предметов  821740,6.0,14477.54
2021-11-23 18:08:25.221,59490,300838,33969,Унитаз-биде напольный Creavit Sedef SD310 (комплект),Унитаз-биде напольный Creavit Sedef SD310 с горизонтальным выпуском SD310,4.0,81807.0
2021-11-23 18:08:25.221,59490,300839,33969,Термекс Водонагреватель накопительный H 10 U pro ЭдЭБ00119,"Водонагреватель Thermex H 10 U (pro), накопительный, 1.5кВт, 10л",9.0,52485.3
2021-11-23 18:08:25.221,59490,300840,33969,"Подводка гибкая д/воды лат Н1/2""-Н1/2"" L=0,8м AQUALINE 01416",Гибкая подводка прямая 70 см 1/2 Вн/Вн,20.0,4589.2
2021-11-23 18:08:25.221,59490,300841,33969,Арматура д/бачка набор б/под бел кноп 1реж универ РБМ АС7.1,Арматура боковая для бачка 29х8 см 4067831,10.0,1111.6
2021-11-23 18:08:25.221,59490,300842,34112,Доставка,Доставка,1.0,2000.0
2021-11-23 18:31:19.988,59499,300870,34035,"DS-7732NI-I4/24P, 32-канальный IP-видеорегистратор с PoE",Видеорегистратор NVR (сетевой) Hikvision DS-7732NI-I4/24P,1.0,58600.0
2021-11-23 18:31:19.988,59499,300871,34116,"DELIVERY, Комплектация и доставка материалов","DELIVERY, Комплектация и доставка материалов",1.0,1500.0
2021-11-24 09:58:32.282,59519,300993,34124,Мыло жидкое РАДУГА 5л Яблоко,Мыло жидкое Радуга 5 л 373781,10.0,1344.24
2021-11-24 09:58:32.282,59519,300994,34124,Салфетки 1-сл.Мягкий знак белые 100шт./уп.c4,Салфетки бумажные Мягкий знак 24x24 см белые 1-слойные 100 штук в упаковке  214169,3.0,67.18
2021-11-24 09:58:32.282,59519,300995,34124,Полотно техническое вафельное 95г/м (50мх40см),Полотно техническое вафельное 40 см х 50 м 95 г/кв.м 740274,2.0,2855.16
2021-11-24 09:58:32.282,59519,300996,34124,Отбеливатель БЕЛИЗНА 1л,Отбеливатель Белизна жидкость 1 л 373786,10.0,175.92
2021-11-24 09:58:32.282,59519,300997,34124,Ведро МОП c отжимом 13л Классика / Step антрацит,Ведро с отжимом Spin&clean Step 13 л пластиковое серое 925461,2.0,660.26
2021-11-24 09:58:32.282,59519,300998,34124,Мешки для мусора ПВД 240л 60 мкм 50шт/уп черный 100х140см,"Мешки для мусора на 240 литров черные (ПВД, 60 мкм, в упаковке 50 штук, 100х140 см) 974957",2.0,2062.51
2021-11-24 09:58:32.282,59519,300999,34124,Кофе Jacobs Gold раств.субл. 500г пакет,Кофе растворимый Jacobs Gold 500 г (пакет) 1081641,2.0,1578.58
2021-11-24 09:58:32.282,59519,301000,34124,"Чай TESS Лайм зеленый с добавками 100 пак/уп, 0920-09",Чай Tess Lime Citrus peels зеленый с лаймом 100 пакетиков 362485,15.0,2919.06
2021-11-24 09:58:32.282,59519,301001,34124,Чай Lipton Yellow Label черн. 100 пакx2гр/уп,Чай Lipton Yellow Label черный 100 пакетиков 43909,20.0,4734.72
2021-11-24 09:58:32.282,59519,301002,34124,Сахар рафинад РУССКИЙ 1кг,Сахар-рафинад Русский 1 кг 308334,20.0,1697.96
2021-11-24 09:58:32.282,59519,301003,34124,Дозатор для жидкого мыла Palex 3420-1 пластик прозрачный 500 мл,Дозатор для жидкого мыла Palex 3420-1 пластиковый 0.5 л 308334,6.0,2064.74
2021-11-24 09:58:32.282,59519,301004,34124,Полотенца бумажные д/держ.Tork Н3 Univ 1сл.250л*20пач/уп 120108,Полотенца бумажные листовые Tork Universal H3 ZZ-сложения 1-слойные 20 пачек по 250 листов (артикул производителя 120108) 52333,1.0,1711.1
2021-11-24 09:58:32.282,59519,301005,34124,Диспенсер для полотенец лист.Tork Mini Singlefold H3 ZZ/С 553100 белый,Диспенсер для листовых полотенец Tork Mini Singlefold H3 ZZ/С пластиковый белый (код производителя 553100) 129097,2.0,4604.98
2021-11-24 09:58:32.282,59519,301006,34124,Освежитель воздуха LIS Морской Прибой 300мл,Освежитель воздуха Lis Морской прибой 300 мл  510250,10.0,429.96
2021-11-24 09:58:32.282,59519,301007,34124,Диспенсер для туалетной бумаги рулLuscan Professional мини белый,Диспенсер для туалетной бумаги в рулонах Luscan Professional пластиковый белый (код производителя 479412) 479412,6.0,3785.26
2021-11-24 09:58:32.282,59519,301008,34124,"Поднос круглый d-35, 5см коричневый с нескользящим покрытием",Поднос Gastrorag круглый пластиковый 35.5 см коричневый с нескользящим покрытием 855747,1.0,591.3
2021-11-24 11:00:32.674,59542,301110,34123,"Баннер Европа 400гр.м2 с полноцветной печатью 600dpi 1,5мх1м",Баннеры (красная/зеленая  зоны),15.0,7950.0
2021-11-24 11:00:32.674,59542,301111,34123,"Баннер Европа 400гр.м2 с полноцветной печатью 600dpi 1,5мх1м",Баннеры (красная/зеленая  зоны),5.0,2650.0
2021-11-24 16:01:22.163,59651,301795,34123,Универсальная эмаль KUDOаэрозоль 520 мл KU-1001,Эмаль аэрозольная Kudo белая ,5.0,1115.0
2021-11-24 16:01:22.163,59651,301796,34123,ПФ-115 эмаль белая,Эмаль ПФ-115 (белая),25.0,2213.75
2021-11-24 16:01:22.163,59651,301797,34123,ПФ-115 эмаль (25 кг) красная,Эмаль ПФ-115 (красная),25.0,1725.0
2021-11-24 16:01:22.163,59651,301798,34123,"Ящик для песка 0,3 м3","ЩИТ МЕТАЛЛИЧЕСКИЙ ПРОТИВОПОЖАРНЫЙ С ЯЩИКОМ ДЛЯ ПЕСКА, ЗАКРЫТОГО ТИПА С ОКНАМИ 0,3 М. 3 (с комплектующими: лом, багор, лопата, два конусных ведра),",0.0,31086.0
2021-11-24 16:01:22.163,59651,301799,34123,Багор сборный,"ЩИТ МЕТАЛЛИЧЕСКИЙ ПРОТИВОПОЖАРНЫЙ С ЯЩИКОМ ДЛЯ ПЕСКА, ЗАКРЫТОГО ТИПА С ОКНАМИ 0,3 М. 3 (с комплектующими: лом, багор, лопата, два конусных ведра),",0.0,3465.0
2021-11-24 16:01:22.163,59651,301800,34123,Лом пожарный,"ЩИТ МЕТАЛЛИЧЕСКИЙ ПРОТИВОПОЖАРНЫЙ С ЯЩИКОМ ДЛЯ ПЕСКА, ЗАКРЫТОГО ТИПА С ОКНАМИ 0,3 М. 3 (с комплектующими: лом, багор, лопата, два конусных ведра),",0.0,1953.0
2021-11-24 16:01:22.163,59651,301801,34123,Лопата совковая,"ЩИТ МЕТАЛЛИЧЕСКИЙ ПРОТИВОПОЖАРНЫЙ С ЯЩИКОМ ДЛЯ ПЕСКА, ЗАКРЫТОГО ТИПА С ОКНАМИ 0,3 М. 3 (с комплектующими: лом, багор, лопата, два конусных ведра),",0.0,2410.0
2021-11-24 16:01:22.163,59651,301802,34123,Лопата штыковая,"ЩИТ МЕТАЛЛИЧЕСКИЙ ПРОТИВОПОЖАРНЫЙ С ЯЩИКОМ ДЛЯ ПЕСКА, ЗАКРЫТОГО ТИПА С ОКНАМИ 0,3 М. 3 (с комплектующими: лом, багор, лопата, два конусных ведра),",0.0,2020.0
2021-11-24 16:01:22.163,59651,301803,34123,Ведро пожарное конусное металлическое,"ЩИТ МЕТАЛЛИЧЕСКИЙ ПРОТИВОПОЖАРНЫЙ С ЯЩИКОМ ДЛЯ ПЕСКА, ЗАКРЫТОГО ТИПА С ОКНАМИ 0,3 М. 3 (с комплектующими: лом, багор, лопата, два конусных ведра),",0.0,3660.0
2021-11-24 16:01:22.163,59651,301804,34123,"Стенд пожарный закрытый с окнами ""Т"" 1200*700*300 без комплекта","ЩИТ МЕТАЛЛИЧЕСКИЙ ПРОТИВОПОЖАРНЫЙ С ЯЩИКОМ ДЛЯ ПЕСКА, ЗАКРЫТОГО ТИПА С ОКНАМИ 0,3 М. 3 (с комплектующими: лом, багор, лопата, два конусных ведра),",10.0,44390.0
2021-11-24 18:18:32.956,59692,302160,34123,Огнетушитель порошковый ОП-8 (з) АВСЕ,Порошковые огнетушители ОП-8,60.0,48265.2
2021-11-24 18:18:32.956,59692,302161,34123,Огнетушитель порошковый ОП-25 (з) АВСЕ,Огнетушитель порошковый ОП-25(з) АВСЕ,15.0,49540.5
2021-11-24 18:18:32.956,59692,302162,34123,Подставка под огнетушитель П-15,Подставка для огнетушителя металлическая,30.0,8011.5
2021-11-24 18:18:32.956,59692,302163,34208,Доставка,Доставка,1.0,2000.0
2021-11-25 08:37:56.203,59707,302216,34126,Гвоздь строительный 4*100 (25 кг),"Гвозди строительные 4,0x100 мм (1 кг)",100.0,10100.0
2021-11-25 08:37:56.203,59707,302217,34126,"Саморез гипс/металл, оксид 3,5*25 (3000 шт)","Шуруп самонарезающий прокалывающий 3,5X25",3000.0,783.3
2021-11-25 08:37:56.203,59707,302218,34126,"Саморез по металлу с полусферической головкой DIN 7981 4,8*16","Саморез полукруг. DIN 7981 цинк М4,2*15",3600.0,2404.8
2021-11-25 08:45:22.797,59709,302231,34126,Gigant Кувалда кованная в сборе 5кг G-С1005/2,Кованая кувалда в сборе 5кг Gigant G-С1005/2 (Россия),5.0,6315.0
2021-11-25 08:45:22.797,59709,302232,34126,"Gigant Лом строительный 1,2 м Ф 30 мм G-24","Строительный лом 1,2 м Ф 30 мм Gigant G-24 (Россия)",5.0,7920.0
2021-11-25 08:45:22.797,59709,302233,34126,VOREL Насос ручной с манометром до 10Атм 82021,Ручной насос с манометром VOREL до 10 Атм 82021,1.0,838.0
2021-11-25 08:52:05.294,59710,302234,34123,"Набор для сшивания документов, полибек",Шило  Арт. 638434,1.0,175.0
2021-11-25 08:52:05.294,59710,302235,34123,"Ламинатор Bulros FGK220, А4",Ламинатор Арт. 1108265,1.0,5847.02
2021-11-25 08:52:05.294,59710,302236,34123,"Пленка для ламинирования Promega office А4, 100мкм 100шт/уп.",пленка а4 Арт. 254701,5.0,2736.54
2021-11-25 08:52:05.294,59710,302237,34123,"Пленка для ламинирования Promega office А3, 100мкм 100шт/уп.",пленка а3 Арт. 254707,5.0,7527.66
2021-11-25 08:52:05.294,59710,302238,34123,"Дырокол Attache Economy до 60листов, с линейкой, цвет черный",Дырокол 60 листов Арт. 882855,1.0,1194.13
2021-11-25 08:52:05.294,59710,302239,34123,"Ручка гелевая PILOT BL-FR7 Frixion резин.манжет синий 0, 35мм Япония",Ручка гелевая Арт. 72661,20.0,2460.72
2021-11-25 08:52:05.294,59710,302240,34123,"Бумага цветная IQ COLOR (А4, 80г, MA42-ярко-зеленый) пачка 500л.","Бумага цветная для печати IQ Color зеленая интенсив MA42 (А4, 80 г/кв.м, 500 листов) Арт. 65152",5.0,3280.02
2021-11-25 08:52:05.294,59710,302241,34123,"Бумага цветная IQ COLOR (А4, 80г, CY39-канареечно-желтый) пачка 500л.","Бумага цветная для печати IQ Color желтая интенсив CY39 (А4, 80 г/кв.м, 500 листов) Арт. 65146",2.0,1312.01
2021-11-25 08:52:05.294,59710,302242,34123,"Бумага цветная IQ COLOR (А4, 80г, ZR09-кирпично-красный) пачка 500л.","Бумага цветная для печати IQ Color красная интенсив ZR09 (А4, 80 г/кв.м, 500 листов) Арт. 65140",5.0,3280.02
2021-11-25 08:52:05.294,59710,302243,34123,"Бумага цветная IQ COLOR (А3, 80г, NEOGN-зеленый неон) пачка 500л.","Бумага цветная для печати IQ Color зеленая неон NEOGN (А3, 80 г/кв.м, 500 листов) Арт. 387080",3.0,4787.21
2021-11-25 08:52:05.294,59710,302244,34123,"Бумага цветная IQ COLOR (А3, 80г, CY39-канареечно-желтый) пачка 500л.","Бумага цветная для печати IQ Color желтая интенсив CY39 (А3, 80 г/кв.м, 500 листов) Арт. 387085",2.0,2769.38
2021-11-25 08:52:05.294,59710,302245,34123,"Урна-пепельница 30л нерж.сталь, хром Титан N54",Урна-пепельница Титан N 52 30 л сталь черная (25х60 см,10.0,27391.44
2021-11-25 10:56:50.532,59750,302386,34126,Тачка строительная 250кг Японская с колесами,Тачка строительная 250л двухколесная (б.у авто с колесом) Японская,5.0,94875.0
2021-11-26 11:28:10.814,60007,303617,34363,Аванс за СМР по Договору №04/11/2021/1/К-П от 08.11.2021,Аванс за СМР по Договору №04/11/2021/1/К-П от 08.11.2021,1.0,5000000.0
2021-11-26 11:30:15.989,60008,303618,34364,Аванс за СМР по Договору №04/11/2021/1/К-П от 08.11.2021,Аванс за СМР по Договору №04/11/2021/1/К-П от 08.11.2021,1.0,16000000.0
2021-11-26 16:46:09.782,60114,304205,34126,Кухня SACHINO BMS (1800х2170х600),Кухня SACHINO BMS Артикул 1031780 c столешница и мойка добавить при согласовании заказа с менеджером ,1.0,21609.0
2021-11-26 16:46:09.782,60114,304206,34405,Сборка,Сборка,1.0,6003.0
2021-11-29 17:15:25.140,60451,305828,34419,Тачка 110л синяя с кол. 4.80 D16/12,Строительная тачка Gigant WBC200 (Россия),7.0,23100.0
2021-11-29 17:19:04.754,60452,305829,34419,БИБЕР 99401 Тачка строительная 60л,Строительная тачка 60л Biber 99401 121014,3.0,9240.0
2021-11-29 17:26:02.336,60458,305908,34419,ТамбовТехСнаб Строп текстильный петлевой СТП 5т 6м STP5T6M,"Текстильный петлевой строп (5т, 6м) СТРОП-ПРО СТП SP00156",2.0,5870.0
2021-11-29 17:26:02.336,60458,305909,34419,Gigant Строп текстильные петлевые STP-5/3,"Текстильный петлевой строп ТамбовТехСнаб СТП 5 т, 3 м STP5T3M",2.0,2728.0
2021-11-30 12:46:54.425,60666,307103,33337,"Пробковая лента для ПГП, 100х5 мм, рулон 10 п. м","Пробковая лента для ПГП, 100х5 мм, рулон 10 п. М",30.0,3198.0
2021-11-30 17:36:51.697,60862,308037,33337,Клиновой анкер 6*95,"Клиновой анкер М6 ГОСТ 28457-90 - 6х80, l=82мм",1000.0,12190.0
2021-12-01 12:14:14.382,61032,308934,34771,Брус 100х100х6000мм ГОСТ ОЕВ профилированный,Доска брус обрезной 100х100х6000,2.46,35875.0
2021-12-01 12:14:14.382,61032,308935,34771,Фанера ламинированная 2440х1220х15мм Россия шт,Фанера ламинированная 15х1220х2440 мм,86.32,116551.0
2021-12-01 12:14:14.382,61032,308936,34822,Транспортные услуги.,Транспортные услуги.,1.0,5000.0
2021-12-01 14:58:30.129,61123,309458,34771,"Анкер клиновой 16х140 (8 шт), 1.77 кг",Анкер клиновой М16х140,104.0,6747.0
2021-12-01 14:58:30.129,61123,309459,34771,Герметик Tytan Professional битумно-каучуковый для кровли черный 310 мл,Герметик TITEBOND weathermaster metal roof sealant,24.0,5712.0
2021-12-01 14:58:30.129,61123,309460,34771,"Саморезы кровельные 4.8х35 мм темно коричневые RAL 8017 (кг, кратно=6кг), 180 шт.","Саморезы кровельные с буром 35х4,8 мм черный янтарь (250 шт) сталь Тайвань",1080.0,2646.0
2021-12-01 14:58:30.129,61123,309461,34848,Услуга по доставке,Услуга по доставке,1.0,970.0
2021-12-01 15:21:08.862,61136,309512,34764,Конвектор ОК-2000С (стич) Ресанта 67/4/8,Конвектор Ресанта ОК-2000 1065611,10.0,24277.32
2021-12-02 11:04:48.268,61307,310580,34556,Кабель КПСнг(А)-FRHF 1х2х0.75 ОК (м) Перекресток ИВКЗ,Кабель КПСнг(А)- FRHF 1x2x0.75,2500.0,52500.0
2021-12-02 11:04:48.268,61307,310581,34556,Коробка распаячная КМР-050-043пк пылевлагозащ. 240х190х90 12 мембранных вводов уплот. шнур прозр. крышка PROxima EKF plc-kmr-050-043pk,uplast коробка распред. 240х190х90мм ОУ 12 вводов с крышкой IP55 050-043 (арт. 439694),10.0,3111.36
2021-12-02 11:04:48.268,61307,310582,34556,Труба гофрированная двустенная ПНД d50мм с протяжкой красн. (уп.50м) Эра Б0048280,"труба гофрированная двустенная
 ПНД ЭРА ЭКО D50мм с зондом 50м красная",50.0,3300.0
2021-12-02 11:16:32.345,61317,310621,34126,"Ведро 12 л, оцинкованное, Россия",Ведро оцинкованное 12 л,10.0,1950.0
2021-12-02 11:16:32.345,61317,310622,34126,"Тент 500 гр/м2 ПВХ 6,0х10,0 м",Тент с люверсами  ПВХ 120 г/м2 6*10м,5.0,66750.0
2021-12-02 11:17:07.055,61318,310623,34771,Труба квадр. 100х100х4 дл.12м (резка газом по 6м),Труба профильная квадратная 100х100х4 ст. ГОСТ 8639-82  6 м,48.0,46512.0
2021-12-02 11:17:07.055,61318,310624,34771,Труба квадр. 40х40х2 дл.6м,Труба профильная 40х40х2,270.0,45900.0
2021-12-02 11:17:07.055,61318,310625,34771,Труба проф. 60х40х4мм дл. 6м,Труба профильная 60х40х4,24.0,10200.0
2021-12-02 11:17:07.055,61318,310626,34944,Доставка,Доставка,1.0,15000.0
2021-12-02 16:17:44.204,61479,311787,34771,Плита дорожная 300x175x17cm 2П 30-18-30 ТУ,Плита дорожная 300x175x17cm 2П 30-18-30 ТУ ,50.0,432500.0
2021-12-02 16:27:09.191,61482,311800,34771,Швеллер гнутый 120х80х4 Ст3пс5,ШВЕЛЛЕР ГНУТЫЙ 120Х80Х4,12.0,10260.0
2021-12-02 16:27:09.191,61482,311801,34771,Лист г/к 8х1500х3000 ст3сп/пс5,Лист горячекатаный 8 мм ст08,5.0,22699.75
2021-12-02 16:27:09.191,61482,311802,34771,Лист 4х1500х3000 чечевичный,Лист горячекатаный 4х250х1000 мм рифленый чечевица,14.0,38390.0
2021-12-02 16:27:09.191,61482,311803,34771,Уголок 40х40х4 ст3сп/пс ГОСТ 8509-93,Уголок стальной 40x40x4,50.0,10884.0
2021-12-02 16:27:09.191,61482,311804,34771,Труба 40х20х2,Труба профильная 40*20*2,24.0,2952.0
2021-12-02 16:27:09.191,61482,311805,35026,Доставка,Доставка,1.0,17000.0
2021-12-02 17:11:58.716,61504,311892,34957,"Блок-контейнер, адрес доставки на объект: «Реконструкция здания Института экспериментальной кардиологии (строения 2, 6, 7, 8), второй пусковой комплекс» федерального государственного бюджетного учреждения «Национальный медицинский исследовательский центр кардиологии» Министерства здравоохранения Российской Федерации. 1 этап: Реконструкция строения № 7 по адресу: 121552, г.Москва, 3-я Черепковская ул., 15А",Блок контейнер утепленный для строителей  с електрик комплект (6.00м x 2.40м x 2.50м) ТИП-1,1.0,137000.0
2021-12-02 17:11:58.716,61504,311895,34957,"Блок-контейнер, адрес доставки на объект: «Реконструкция здания Института экспериментальной кардиологии (строения 2, 6, 7, 8), второй пусковой комплекс» федерального государственного бюджетного учреждения «Национальный медицинский исследовательский центр кардиологии» Министерства здравоохранения Российской Федерации. 1 этап: Реконструкция строения № 7 по адресу: 121552, г.Москва, 3-я Черепковская ул., 15А",Блок контейнер утепленный для строителей  с електрик комплект (6.00м x 2.40м x 2.50м) ТИП-2,2.0,274000.0
2021-12-02 17:11:58.716,61504,311896,34957,"Блок-контейнер, адрес доставки на объект: «Реконструкция здания Института экспериментальной кардиологии (строения 2, 6, 7, 8), второй пусковой комплекс» федерального государственного бюджетного учреждения «Национальный медицинский исследовательский центр кардиологии» Министерства здравоохранения Российской Федерации. 1 этап: Реконструкция строения № 7 по адресу: 121552, г.Москва, 3-я Черепковская ул., 15А",Блок контейнер утепленный для строителей  с електрик комплект (6.00м x 2.40м x 2.50м) ТИП-3,3.0,411000.0
2021-12-02 17:11:58.716,61504,311897,34957,"Блок-контейнер, адрес доставки на объект: «Реконструкция здания Института экспериментальной кардиологии (строения 2, 6, 7, 8), второй пусковой комплекс» федерального государственного бюджетного учреждения «Национальный медицинский исследовательский центр кардиологии» Министерства здравоохранения Российской Федерации. 1 этап: Реконструкция строения № 7 по адресу: 121552, г.Москва, 3-я Черепковская ул., 15А",Блок контейнер утепленный для строителей  с електрик комплект (6.00м x 2.40м x 2.50м) ТИП-4,3.0,411000.0
2021-12-02 17:11:58.716,61504,311898,34957,"Блок-контейнер, адрес доставки на объект: «Реконструкция здания Института экспериментальной кардиологии (строения 2, 6, 7, 8), второй пусковой комплекс» федерального государственного бюджетного учреждения «Национальный медицинский исследовательский центр кардиологии» Министерства здравоохранения Российской Федерации. 1 этап: Реконструкция строения № 7 по адресу: 121552, г.Москва, 3-я Черепковская ул., 15А",Блок контейнер утепленный для строителей  с електрик комплект (6.00м x 2.40м x 2.50м) ТИП-5,1.0,137000.0
2021-12-03 10:30:54.317,61583,312372,34771,"Профнастил Н 60 ОЦ 0,6х845х3000","ПРОФНАСТИЛ Н60 ОЦИНКОВ. С60 (845Х0,6Х3000)",152.0,121744.0
2021-12-03 10:30:54.317,61583,312392,35082,Доставка,Доставка,1.0,4500.0
2021-12-03 14:12:07.310,61675,313024,35133,"Оплата за выполнение работ по техническому обслуживанию и ремонту лифтов, расположенных на Объекте: «Реконструкция здания Института экспериментальной кардиологии (строения 2, 6, 7, 8), второй пусковой комплекс» федерального государственного бюджетного учреждения «Национальный медицинский исследовательский","Оплата за выполнение работ по техническому обслуживанию и ремонту лифтов, расположенных на Объекте: «Реконструкция здания Института экспериментальной кардиологии (строения 2, 6, 7, 8), второй пусковой комплекс» федерального государственного бюджетного учреждения «Национальный медицинский исследовательский",2.0,100000.0
2021-12-06 11:29:58.479,61873,313747,35271,1.1 Баллон 19л для воды 350 руб (тара),1.1 Баллон 19л для воды 350 руб (тара),50.0,17500.0
2021-12-06 11:26:07.862,61874,313708,35215,"Нож ""Модерн"", автоблокировка, 18 мм","Строительный усиленный нож (обрезиненый корпус, 3 запасных лезвия) 18мм Biber 50113 тов-049324 15738487",10.0,1140.0
2021-12-06 11:26:07.862,61874,313709,35215,Измерительная рулетка с автостопом Gigant 5м х 19мм GWM61128,Измерительная рулетка с автостопом Gigant 5м х 19мм GWM61128 15966861,15.0,3495.0
2021-12-06 11:26:07.862,61874,313710,35215,"Диск отрезной по металлу (230х2.5х22 мм) Gigant CDI C41/230-2,5","Диск отрезной по металлу (230х2.5х22 мм) Gigant CDI C41/230-2,5 15560043",30.0,2460.0
2021-12-06 11:26:07.862,61874,313711,35215,Алюминиевый магнитный строительный уровень Gigant 600мм GWM600,Алюминиевый магнитный строительный уровень Gigant 600мм GWM600 15966859,4.0,3712.0
2021-12-06 11:26:07.862,61874,313712,35215,Клапан огнепреградительный газовый ПТК КОГ-Р (в разрыв рукава),Клапан ПТК КОГ-Р  6/9 688987,1.0,349.0
2021-12-06 11:26:07.862,61874,313713,35215,Аппарат ручной дуговой сварки ПТК Мастер ARC 200 F20,Сварочный аппарат в комплекте,2.0,14000.0
2021-12-06 12:01:07.338,61892,313795,35215,Дрель ударная BOSCH GSB 18V-60 C \ Полная гарантия 12 (мес.),Аккумуляторная ударная дрель-шуруповерт Bosch GSB 18V-60 C 0.601.9G2.102,3.0,46341.6
2021-12-06 12:01:07.338,61892,313796,35215,Перфоратор SDS plus BOSCH GBH 2-26 DRE \ Полная гарантия 12 (мес.),Перфоратор Bosch GBH 2-26 DRE 0.611.253.708,3.0,39644.4
2021-12-06 12:01:07.338,61892,313797,35215,Угло. шлифмашина BOSCH GWS 1400,Угловая шлифмашина Bosch GWS 1400 0.601.824.8R0,3.0,26910.0
2021-12-06 16:56:50.564,62050,314459,35215,Базовый блок ВСП 250/0.7,"Вышка-тура МЕГА МЕГА-1 (Н=2,6 м) 451 15044025",5.0,45770.0
2021-12-06 16:56:50.564,62050,314460,35215,Секция ВСП 250/0.7,"Вышка-тура МЕГА МЕГА-1 (Н=2,6 м) 451 15044025",0.0,10250.0
2021-12-06 16:56:50.564,62050,314461,35357,Транспортные услуги,Транспортные услуги,1.0,2400.0
2021-12-06 17:09:34.614,62062,314627,35343,Песок карьерный,Песок карьерный,20.0,14800.0
2021-12-07 09:20:08.117,62144,315162,35222,Респиратор У-2К (уп 200 шт),"Респиратор ""У-2К""",1000.0,40000.0
2021-12-07 09:20:08.117,62144,315163,35222,Лента оградительная бело-красная 50 мм.,"Сигнальная лента STAYER Master, цвет красно-белый, 50мм х 150м, 12241-50-150",50.0,4050.0
2021-12-07 09:37:39.230,62154,315254,35222,Лопатка (зубило) SDS+ 14*20*250 мм,Зубило FDW 250мм SDS plus (47-03),20.0,1660.0
2021-12-07 09:37:39.230,62154,315255,35222,Лопатка (зубило) SDS+ 40*250 мм,"Зубило узкое по бетону FDW, SDS Plus, 14 х 250 х 20 мм",20.0,2232.2
2021-12-07 09:37:39.230,62154,315256,35222,Краги спилковые красные Трек,Краги сварщика АТЛАНТ СТАНДАРТ TDH_ATL_GL_03,20.0,3960.0
2021-12-07 09:37:39.230,62154,315257,35222,Маска сварщика 701,"Защитный щиток для электросварщиков Россия НН-С-701 У1, 110х90 мм, 110802",15.0,1597.5
2021-12-07 09:37:39.230,62154,315258,35222,Электрододержатель 500А,Электрододержатель 500 А Welding Holders 5381039,20.0,3360.0
2021-12-07 09:37:39.230,62154,315259,35222,Клемма заземления КЗ-50,Зажим массы 500А (American type),20.0,4246.0
2021-12-07 09:37:39.230,62154,315260,35222,Перчатки х/б 13 кл. один облив,Перчатки х/б 13кл один облив,500.0,9800.0
2021-12-07 09:37:39.230,62154,315261,35222,"Очки защитные тип Люцерна, прозрачные",Очки защитные открытые универсальные Рим Р1 Люцерна прозрачные,500.0,15150.0
2021-12-07 09:37:39.230,62154,315262,35222,Мешки полипропиленовые зелёные 55*95,Мешки для строительного мусора зеленые 50х90мм,500.0,3750.0
2021-12-07 09:37:39.230,62154,315263,35222,"Тросовый универсальный замок MATRIX, 10*1200 мм 91833","Тросовый универсальный замок MATRIX, 10 х 1200 мм 91833",20.0,5080.0
2021-12-07 09:43:37.962,62156,315268,35222,Сварочный инвертор Aurora PRO INTER 205 (220 В),Сварочный инвертор Aurora INTER 205 22726,5.0,85760.5
2021-12-07 09:43:37.962,62156,315269,35222,"Соль техническая, мешок 50 кг",Соль технический Галит помол 3 до -30 50 кг,200.0,1983.8
2021-12-07 09:43:37.962,62156,315270,35222,"Кисть плоская ЗУБР ""УНИВЕРСАЛ-ОПТИМА"", светлая щетина, деревянная ручка, 100мм","Кисть плоская, светлая щетина, деревянная ручка, 100мм, ЗУБР УНИВЕРСАЛ-ОПТИМА, ",48.0,3528.0
2021-12-07 09:43:37.962,62156,315271,35222,"Кисть плоская ЗУБР ""УНИВЕРСАЛ-ОПТИМА"", светлая щетина, деревянная ручка, 50мм","Кисть плоская, светлая щетина, деревянная ручка, 50мм, ЗУБР УНИВЕРСАЛ-ОПТИМА,",48.0,1562.4
2021-12-07 09:43:37.962,62156,315272,35222,Костюм сварщика брезентовый зимний (все размеры) (р.52-54),Костюм сварщика зимний размер (52-54),5.0,13000.5
2021-12-07 09:43:37.962,62156,315273,35222,Пружина дверная d-18.5 мм /цинк/ с креплением Кунгур,"Пружина дверная с креплением, 18.5 мм",40.0,4381.6
2021-12-07 09:43:37.962,62156,315274,35222,Доводчик NOTEDO DC-080 золото,"Доводчик дверной Trodos, TD-80, до 80 кг, золотой, ",4.0,5715.32
2021-12-07 09:43:37.962,62156,315275,35402,Доставка,Доставка,1.0,2000.0
2021-12-07 09:46:47.954,62158,315278,35225,Стакан одноразовый бум 1-сл. d-80мм 250мл TasteQuality 50шт/уп,Стакан одноразовый бумажный 250 мл коричневый 50 штук в упаковке TasteQuality 1039208,20.0,5835.12
2021-12-07 09:46:47.954,62158,315279,35225,"Чай Ahmad Tea классический черный, 100пак/уп., 1665-08",Чай Ahmad Tea классический черный 100 пакетиков 870766,10.0,2394.12
2021-12-07 09:46:47.954,62158,315280,35225,Щетка для пола б/черенка AZUR 050030,Щетка для пола Azur 31 см щетина средней жесткости (в ассортименте) 1414840,20.0,1734.96
2021-12-07 09:46:47.954,62158,315281,35225,Рукоятка деревянная Азур 120см резьбовая,Рукоятка Азур деревянная 120 см 1004728,20.0,1076.16
